customer_id,age,subscription_plan,subscription_months,monthly_fee,watch_hours_monthly,movies_watched_monthly,days_since_last_login,devices_used,avg_session_minutes,downloads_monthly,payment_method,payment_failures,customer_complaints,support_tickets,price_increase_exposed,content_satisfaction,recommendation_satisfaction,account_age_months,is_churned
NET18623,41,Standard,70,399,25.8,12,16,3,19,3,Wallet,0,0,0,Yes,4.9,7.2,70,0
NET18624,40,Standard,5,449,27.3,17,0,5,60,4,Net Banking,0,1,3,Yes,8.3,5.3,7,0
NET18625,32,Basic,4,199,11.0,5,4,3,53,6,Debit Card,0,1,1,No,5.4,8.1,4,0
NET18626,27,Premium,6,699,12.7,8,3,1,54,7,Net Banking,1,1,2,Yes,4.3,5.1,6,0
NET18627,39,Standard,12,449,50.6,36,1,4,76,6,Net Banking,1,0,1,Yes,4.1,7.0,17,0
NET18628,36,Standard,33,419,5.8,2,9,5,49,5,Credit Card,2,2,3,Yes,3.6,7.5,35,1
NET18629,24,Standard,21,449,31.0,22,1,3,52,4,Credit Card,0,1,1,No,8.0,4.2,22,0
NET18630,19,Standard,25,419,45.1,33,13,3,66,4,UPI,0,0,0,Yes,6.3,7.0,30,0
NET18631,28,Standard,27,379,12.9,7,6,4,52,4,UPI,0,1,1,No,6.2,5.8,30,0
NET18632,44,Standard,35,419,16.3,7,6,1,40,3,UPI,0,0,1,No,6.2,6.0,37,0
NET18633,41,Premium,3,669,14.1,7,19,3,43,4,UPI,0,1,1,Yes,5.9,6.6,8,1
NET18634,20,Premium,8,629,43.8,20,12,3,52,3,Credit Card,0,0,0,Yes,6.0,7.1,13,0
NET18635,20,Premium,6,649,29.7,14,4,5,40,6,Debit Card,0,1,2,No,7.5,8.1,7,0
NET18636,42,Basic,6,179,11.7,8,5,4,37,3,UPI,0,1,1,No,9.4,6.5,6,0
NET18637,20,Premium,14,669,44.5,32,8,3,60,3,UPI,0,1,2,Yes,7.1,9.5,15,0
NET18638,35,Basic,7,199,13.9,8,1,3,50,4,Net Banking,0,0,0,Yes,9.8,6.6,9,0
NET18639,25,Basic,13,219,9.7,4,6,2,59,5,Net Banking,0,0,0,Yes,4.2,4.5,18,1
NET18640,45,Premium+,6,879,76.5,43,0,3,83,3,Credit Card,0,0,0,No,8.3,8.8,11,0
NET18641,24,Premium,5,669,12.6,5,0,3,27,3,Wallet,0,0,0,Yes,3.8,9.5,7,0
NET18642,41,Standard,6,379,4.0,2,24,2,30,8,Credit Card,0,0,0,No,8.0,8.7,6,1
NET18643,32,Premium,22,699,8.7,5,7,3,7,2,UPI,0,1,1,No,6.0,7.1,27,0
NET18644,33,Premium+,12,899,11.6,8,7,3,23,7,Credit Card,0,1,1,No,7.9,7.0,14,0
NET18645,15,Premium,51,649,32.2,15,3,3,23,9,Debit Card,0,0,0,Yes,9.4,5.7,55,0
NET18646,15,Premium,25,629,34.4,23,1,1,31,3,Net Banking,0,0,0,No,7.8,5.9,26,0
NET18647,29,Premium,9,649,21.8,9,12,4,21,2,Net Banking,2,1,1,No,8.1,7.5,13,0
NET18648,33,Basic,3,199,17.6,11,5,3,37,4,UPI,0,1,2,No,6.9,6.5,7,0
NET18649,20,Basic,15,199,16.1,7,1,4,71,5,Wallet,1,0,1,No,5.2,6.5,16,0
NET18650,21,Premium,18,649,12.4,6,1,3,64,2,UPI,0,0,0,No,4.6,7.6,20,0
NET18651,36,Standard,8,379,30.3,16,8,5,68,2,UPI,0,0,0,No,7.9,8.7,9,0
NET18652,36,Basic,3,199,28.8,20,1,2,66,3,UPI,0,0,0,No,6.0,7.4,3,1
NET18653,29,Standard,11,399,44.1,31,1,3,56,4,Wallet,0,2,2,No,4.5,6.8,15,0
NET18654,38,Standard,4,419,17.0,11,0,3,36,5,Credit Card,0,0,0,No,8.4,5.5,9,0
NET18655,20,Premium+,39,899,58.0,35,8,2,74,2,Debit Card,0,0,0,No,6.6,8.5,43,0
NET18656,27,Premium,13,699,51.8,27,5,5,50,5,UPI,1,0,0,No,6.1,6.1,15,0
NET18657,45,Standard,4,399,18.4,12,3,2,13,4,UPI,0,0,0,Yes,7.9,6.0,5,0
NET18658,31,Premium+,3,899,95.4,49,0,4,21,5,Credit Card,0,0,0,Yes,6.9,6.4,8,0
NET18659,32,Premium+,17,899,90.1,66,1,5,27,4,Debit Card,0,0,0,No,10.0,4.0,20,0
NET18660,51,Standard,17,399,5.9,2,6,2,40,7,Wallet,0,0,0,No,7.3,9.7,22,0
NET18661,18,Premium+,12,879,35.5,16,1,2,5,4,Wallet,0,1,1,No,9.4,7.9,14,0
NET18662,38,Standard,13,379,29.8,14,2,2,57,3,Credit Card,0,1,1,No,4.4,9.0,15,0
NET18663,45,Basic,12,219,5.4,3,1,3,33,8,Wallet,0,0,0,No,9.0,7.3,14,0
NET18664,28,Basic,6,219,8.1,5,2,2,50,5,UPI,0,1,1,Yes,5.0,10.0,7,0
NET18665,38,Premium,38,649,30.3,17,1,2,38,3,Net Banking,1,0,0,Yes,2.8,8.8,40,1
NET18666,22,Standard,9,399,24.9,12,3,1,48,6,UPI,1,0,1,No,6.0,5.1,9,1
NET18667,24,Premium,1,669,18.4,11,16,3,21,2,UPI,0,0,0,No,9.9,6.6,1,0
NET18668,34,Premium,5,649,18.5,9,1,2,52,1,Wallet,1,0,0,No,7.7,9.0,9,0
NET18669,38,Basic,1,199,22.6,17,3,3,33,2,Wallet,0,0,0,Yes,6.9,4.0,5,0
NET18670,41,Basic,6,179,8.1,3,2,2,36,5,Debit Card,0,1,1,No,3.8,7.2,7,0
NET18671,45,Standard,13,419,30.7,20,1,2,80,4,Debit Card,1,1,1,Yes,6.4,3.4,16,0
NET18672,30,Basic,1,249,12.2,5,21,3,35,2,UPI,2,0,0,No,7.0,5.8,5,0
NET18673,41,Premium,28,699,22.2,12,4,1,65,2,Wallet,0,0,1,No,6.3,3.5,32,0
NET18674,27,Standard,13,449,19.5,11,5,4,26,6,Credit Card,0,1,1,Yes,4.5,6.6,17,0
NET18675,39,Standard,4,449,26.5,13,1,2,26,2,UPI,2,0,0,No,9.5,8.6,9,0
NET18676,32,Standard,5,449,22.0,13,9,3,10,4,UPI,1,0,0,No,8.8,7.1,9,0
NET18677,35,Premium,8,699,36.1,18,12,3,15,4,Credit Card,0,0,0,Yes,9.0,8.5,10,0
NET18678,34,Premium,3,699,11.0,6,4,4,57,4,UPI,1,0,1,No,4.8,7.9,7,0
NET18679,16,Premium+,1,919,45.7,22,2,5,36,7,UPI,2,0,0,No,6.8,6.8,6,0
NET18680,20,Premium,1,699,32.0,14,1,1,51,2,UPI,1,0,2,No,5.2,9.7,2,1
NET18681,31,Standard,6,449,34.1,18,0,6,55,4,UPI,0,1,2,No,7.0,7.9,11,0
NET18682,15,Basic,1,199,12.1,6,3,3,64,4,Credit Card,0,1,1,No,5.8,8.5,3,0
NET18683,38,Premium,1,669,20.2,11,5,3,14,5,Debit Card,1,1,1,No,5.1,9.4,6,0
NET18684,38,Premium+,27,899,37.1,17,3,1,47,2,Debit Card,0,1,1,No,8.8,7.1,29,0
NET18685,33,Basic,4,199,9.1,5,4,3,21,4,Credit Card,1,0,1,No,6.2,6.9,5,0
NET18686,20,Standard,9,449,12.3,6,13,6,41,3,UPI,0,1,2,No,5.4,7.3,12,0
NET18687,43,Basic,2,179,14.3,10,1,2,40,7,Credit Card,0,1,1,No,7.1,8.0,6,1
NET18688,49,Premium,1,699,14.7,6,5,3,40,1,Debit Card,1,0,1,No,8.6,7.6,1,0
NET18689,32,Standard,19,449,34.4,20,0,1,88,3,Credit Card,1,0,1,No,7.8,8.3,22,0
NET18690,35,Basic,1,199,18.1,11,5,2,49,5,Wallet,0,0,0,No,7.8,5.9,5,1
NET18691,32,Premium,1,649,35.8,24,0,2,49,3,Debit Card,1,2,2,No,6.4,6.3,1,0
NET18692,35,Standard,12,399,27.9,20,0,2,45,0,Credit Card,1,0,1,Yes,6.0,7.8,14,0
NET18693,29,Standard,1,419,25.2,12,1,2,60,5,UPI,0,0,0,No,6.0,10.0,6,0
NET18694,30,Standard,8,399,9.7,6,5,4,42,5,UPI,0,2,3,No,5.6,6.2,10,0
NET18695,39,Standard,4,399,29.4,13,6,3,72,3,Debit Card,1,0,0,Yes,4.4,8.9,6,1
NET18696,52,Standard,5,399,12.3,7,0,4,47,3,Debit Card,0,0,0,Yes,6.1,7.8,9,0
NET18697,18,Standard,1,399,24.4,11,10,3,59,4,UPI,0,0,0,No,7.8,10.0,2,0
NET18698,30,Standard,46,449,19.4,10,9,3,10,9,Wallet,0,0,2,No,9.3,8.8,48,0
NET18699,20,Premium,10,699,14.3,9,1,4,14,4,UPI,0,0,0,No,6.3,4.6,12,0
NET18700,45,Premium,11,699,4.9,3,0,4,19,3,Credit Card,0,0,0,No,8.4,5.6,13,0
NET18701,25,Standard,15,449,13.8,6,5,2,47,6,Debit Card,0,1,1,Yes,6.7,6.8,20,0
NET18702,18,Standard,22,449,7.0,4,12,1,30,4,Net Banking,0,0,0,Yes,6.4,6.8,26,0
NET18703,36,Premium,13,669,7.2,5,2,3,19,4,UPI,1,1,1,No,7.2,7.7,13,0
NET18704,46,Basic,20,179,7.1,4,20,2,43,4,UPI,0,0,0,Yes,5.6,8.5,23,0
NET18705,36,Basic,8,199,9.0,4,21,1,43,6,Credit Card,0,0,1,No,4.3,9.8,10,1
NET18706,32,Standard,6,379,25.8,11,0,4,43,5,UPI,0,2,2,No,5.9,6.9,9,0
NET18707,34,Premium,24,669,33.1,24,6,3,47,2,Net Banking,0,1,1,No,7.9,8.3,25,0
NET18708,43,Basic,28,249,27.0,15,2,6,43,4,UPI,0,1,1,No,7.4,4.5,29,0
NET18709,23,Premium,2,669,45.4,29,0,3,73,2,UPI,0,0,0,No,5.2,5.8,3,0
NET18710,29,Premium,10,669,53.8,24,8,6,64,2,UPI,0,0,0,Yes,9.0,6.6,12,0
NET18711,26,Premium+,16,879,54.4,33,7,4,63,4,UPI,1,1,2,Yes,7.0,7.7,19,0
NET18712,20,Basic,1,199,16.7,7,0,1,30,4,Net Banking,0,0,0,No,9.2,8.5,1,0
NET18713,28,Premium,37,649,19.9,10,0,3,62,5,UPI,0,1,1,No,7.5,7.4,41,0
NET18714,40,Basic,10,199,17.4,8,0,6,5,5,UPI,1,0,0,No,7.8,6.7,13,0
NET18715,36,Standard,14,399,27.5,12,5,5,52,3,Credit Card,0,0,0,No,7.2,8.2,18,0
NET18716,36,Standard,2,449,48.3,34,2,4,58,6,Debit Card,0,1,1,No,7.5,6.8,5,0
NET18717,32,Standard,4,419,44.6,30,4,3,79,5,Net Banking,0,1,1,Yes,6.4,6.4,6,0
NET18718,35,Premium,1,699,36.6,23,6,6,38,3,Wallet,1,1,1,No,6.2,5.8,1,0
NET18719,23,Basic,4,219,8.7,4,2,2,31,2,Credit Card,1,0,0,No,8.4,8.8,6,0
NET18720,28,Standard,9,399,3.8,2,2,1,7,2,Credit Card,0,0,1,Yes,7.5,6.7,10,0
NET18721,32,Basic,25,199,55.0,25,8,4,23,3,Net Banking,0,1,2,Yes,4.2,10.0,25,0
NET18722,33,Premium,10,629,6.5,4,2,5,36,1,Net Banking,0,0,0,No,9.0,7.0,15,0
NET18723,33,Basic,3,179,13.1,9,2,2,45,6,Credit Card,1,0,0,Yes,8.7,6.7,8,0
NET18724,29,Premium,1,649,48.3,33,5,2,23,3,Debit Card,1,1,1,No,8.6,9.5,4,0
NET18725,27,Premium,13,649,17.3,10,0,5,42,7,Wallet,0,0,0,No,5.4,8.1,15,0
NET18726,59,Premium,7,669,22.6,16,2,1,41,6,Debit Card,0,0,0,No,6.1,6.6,11,0
NET18727,39,Basic,58,179,7.3,3,0,3,40,3,Wallet,1,1,1,Yes,5.8,9.2,60,1
NET18728,34,Premium,21,649,27.7,18,12,4,47,4,Debit Card,0,0,0,No,8.1,8.0,23,0
NET18729,28,Basic,23,199,29.4,13,2,4,60,3,Credit Card,0,1,1,No,7.0,8.3,26,0
NET18730,26,Premium,1,699,33.1,22,3,3,52,5,Credit Card,0,0,0,Yes,7.6,9.0,4,0
NET18731,29,Premium,21,649,16.6,12,0,3,60,5,Credit Card,0,1,1,No,6.7,9.4,22,0
NET18732,33,Standard,3,399,26.8,16,4,3,42,6,Credit Card,0,1,1,No,4.3,6.1,3,0
NET18733,15,Premium,12,699,24.3,15,6,3,27,3,UPI,1,0,0,Yes,7.5,9.4,14,0
NET18734,16,Basic,8,199,19.1,9,0,4,51,6,Debit Card,0,0,1,No,7.6,9.2,12,0
NET18735,25,Standard,11,379,8.1,4,2,3,58,6,UPI,2,2,3,Yes,8.6,7.1,16,0
NET18736,32,Standard,2,379,14.0,8,4,4,55,1,Credit Card,0,0,0,No,9.8,9.4,7,1
NET18737,28,Premium+,8,879,64.9,32,9,2,38,2,UPI,0,0,0,No,5.5,5.9,11,0
NET18738,44,Premium,1,649,13.2,6,8,2,25,5,UPI,0,1,2,Yes,8.8,9.7,4,0
NET18739,17,Premium,1,649,17.4,13,5,3,39,0,Net Banking,0,2,2,No,3.9,3.9,2,0
NET18740,24,Premium+,15,899,40.0,20,1,2,68,6,UPI,0,0,0,No,8.8,3.6,15,0
NET18741,44,Standard,42,399,79.3,40,6,2,48,4,Debit Card,0,0,0,No,8.8,8.7,47,0
NET18742,32,Premium+,21,949,23.0,15,1,1,35,5,Net Banking,0,2,2,Yes,6.0,6.2,22,0
NET18743,38,Standard,8,399,25.6,13,1,1,21,4,UPI,0,0,0,No,6.6,9.4,11,0
NET18744,49,Premium,1,699,13.9,6,3,3,53,2,UPI,0,0,0,No,8.9,6.5,5,0
NET18745,24,Premium,1,669,25.4,16,8,1,36,1,UPI,0,0,0,No,9.1,4.8,2,0
NET18746,30,Basic,2,179,24.8,18,0,1,42,4,Credit Card,0,0,1,No,7.2,8.5,4,0
NET18747,28,Standard,52,399,3.5,1,1,3,17,5,Net Banking,0,1,1,Yes,9.2,8.8,55,0
NET18748,15,Basic,7,249,6.8,4,5,2,48,7,Credit Card,0,0,0,Yes,2.5,2.5,10,1
NET18749,28,Premium+,25,879,120.3,60,0,5,46,5,Credit Card,1,0,0,Yes,7.6,7.6,26,0
NET18750,38,Basic,17,199,31.8,19,6,4,37,2,Debit Card,0,1,1,Yes,5.6,6.5,21,0
NET18751,35,Standard,13,379,37.3,17,0,2,42,6,Wallet,0,0,0,No,6.5,7.5,14,0
NET18752,36,Premium,41,649,7.8,3,2,2,57,5,Credit Card,0,0,0,No,7.0,4.9,45,0
NET18753,27,Basic,3,199,12.3,7,3,2,54,6,UPI,0,2,3,No,6.5,6.8,6,0
NET18754,25,Standard,8,379,13.7,6,6,2,43,4,UPI,0,0,1,No,4.6,7.2,9,0
NET18755,42,Premium,28,649,53.1,40,2,2,76,7,Debit Card,0,0,1,No,5.6,5.9,28,0
NET18756,26,Basic,11,179,14.3,7,0,3,36,3,Credit Card,0,0,0,No,6.4,7.3,16,0
NET18757,33,Premium,3,669,35.0,17,0,3,18,6,UPI,0,0,0,No,10.0,4.3,4,0
NET18758,32,Standard,3,399,17.2,10,3,4,51,3,UPI,0,1,1,Yes,9.7,6.1,4,0
NET18759,44,Basic,19,199,10.5,5,5,4,26,3,UPI,0,0,0,Yes,8.8,3.8,19,0
NET18760,39,Standard,1,379,13.7,8,16,4,75,5,UPI,1,0,0,No,8.4,7.0,1,1
NET18761,19,Standard,34,449,14.4,10,4,3,65,2,UPI,0,0,0,Yes,5.2,3.6,36,1
NET18762,20,Premium+,1,879,27.4,13,7,4,21,5,Credit Card,0,0,0,No,5.1,9.5,1,0
NET18763,36,Premium,13,699,30.2,19,1,3,42,0,Wallet,0,1,1,Yes,8.1,9.6,17,0
NET18764,30,Standard,12,399,17.0,11,28,2,27,4,Debit Card,2,1,1,No,4.0,9.8,17,1
NET18765,26,Standard,12,399,16.7,11,0,4,28,4,UPI,0,1,1,Yes,6.5,3.8,17,1
NET18766,40,Standard,9,399,21.1,10,4,1,39,3,UPI,0,0,0,Yes,5.9,6.8,11,0
NET18767,32,Standard,26,379,21.3,15,17,3,42,7,UPI,0,0,0,No,8.2,7.1,30,0
NET18768,31,Standard,15,449,16.5,9,3,4,33,3,Debit Card,0,0,0,Yes,4.9,5.9,17,1
NET18769,38,Premium,21,629,39.9,27,14,4,33,5,Net Banking,0,0,0,Yes,7.3,6.3,23,0
NET18770,27,Standard,1,419,14.0,7,5,4,58,8,Credit Card,0,0,0,No,6.2,4.8,6,1
NET18771,45,Basic,1,179,7.3,3,11,4,5,7,UPI,1,1,1,Yes,6.0,7.7,5,1
NET18772,23,Standard,1,379,11.6,6,7,6,37,4,Net Banking,0,0,0,No,7.6,10.0,4,0
NET18773,36,Basic,2,179,17.4,9,5,4,49,2,UPI,2,0,1,No,10.0,9.2,7,1
NET18774,43,Premium,15,629,22.5,12,0,2,36,7,UPI,1,2,2,Yes,6.2,6.2,18,0
NET18775,18,Standard,9,449,10.3,5,2,4,74,3,Credit Card,1,1,1,No,4.7,9.0,10,0
NET18776,27,Standard,19,449,7.0,4,0,3,58,8,UPI,0,0,0,No,5.5,7.3,22,0
NET18777,41,Standard,2,449,31.6,16,4,5,49,2,Credit Card,0,1,1,No,3.6,4.5,7,1
NET18778,41,Premium+,6,919,12.4,6,3,4,62,6,UPI,0,0,0,No,7.4,4.7,7,1
NET18779,29,Basic,30,219,36.7,17,3,1,67,4,UPI,0,1,2,Yes,4.6,6.2,33,1
NET18780,24,Premium,38,629,22.9,16,1,4,39,6,Credit Card,0,1,1,No,7.1,10.0,39,0
NET18781,39,Standard,35,449,20.3,12,10,2,64,3,Debit Card,0,0,0,No,6.2,5.1,40,0
NET18782,41,Premium,23,669,41.6,25,3,5,30,4,UPI,1,0,0,No,6.4,8.2,24,0
NET18783,20,Premium,16,649,21.7,10,1,2,5,5,Wallet,0,0,0,No,4.4,9.3,21,0
NET18784,20,Basic,34,179,24.3,12,1,3,51,5,UPI,0,2,2,No,7.4,8.9,34,0
NET18785,33,Premium,17,649,20.3,11,2,6,49,5,UPI,0,0,0,No,5.0,3.7,22,1
NET18786,36,Premium,43,699,50.9,23,10,5,82,2,UPI,1,0,0,No,7.0,3.5,44,0
NET18787,28,Basic,1,179,18.3,12,2,3,34,2,Wallet,0,2,2,Yes,8.1,7.1,6,0
NET18788,37,Basic,35,179,22.2,13,1,2,42,3,Credit Card,0,0,0,No,8.2,8.8,40,0
NET18789,24,Premium,11,649,38.1,20,13,1,74,4,Credit Card,0,0,1,No,9.2,6.1,15,0
NET18790,15,Premium,1,649,63.3,35,3,2,80,5,Wallet,0,0,0,Yes,4.5,6.2,5,0
NET18791,27,Premium,3,669,21.5,11,6,4,31,1,Net Banking,0,0,0,No,5.0,7.1,4,0
NET18792,31,Premium,26,669,57.6,29,10,1,35,3,Wallet,0,1,2,No,4.3,8.0,30,0
NET18793,28,Premium,9,649,81.7,42,3,4,27,5,Net Banking,0,1,2,No,8.8,7.2,12,0
NET18794,20,Premium,56,649,48.5,25,7,3,33,0,Credit Card,0,1,1,No,3.3,6.7,60,0
NET18795,15,Standard,1,419,27.6,14,3,2,26,3,UPI,0,0,0,No,9.7,8.2,1,0
NET18796,26,Standard,7,399,6.8,3,17,2,37,2,UPI,0,1,1,Yes,4.3,6.1,11,1
NET18797,39,Premium+,5,899,42.1,28,2,3,43,3,Credit Card,0,1,1,No,9.0,9.0,8,1
NET18798,42,Basic,10,179,10.1,5,9,1,10,3,Net Banking,0,0,1,Yes,7.0,8.1,15,0
NET18799,41,Standard,14,399,11.6,6,1,1,38,4,Wallet,0,0,0,No,9.0,6.8,17,0
NET18800,23,Premium,15,649,20.9,10,6,2,24,4,Wallet,1,1,1,No,6.8,7.8,16,0
NET18801,20,Standard,1,399,17.1,11,10,5,45,1,Credit Card,1,1,2,No,6.8,5.9,3,0
NET18802,35,Basic,1,219,33.0,21,7,3,72,6,UPI,1,1,1,Yes,6.0,5.7,4,0
NET18803,36,Basic,1,219,11.5,5,7,3,37,5,UPI,0,0,0,No,5.4,10.0,2,0
NET18804,34,Premium,27,669,15.8,9,3,3,62,4,Wallet,0,0,2,No,7.4,10.0,28,0
NET18805,15,Premium+,5,899,11.1,5,13,1,39,8,Wallet,0,2,3,Yes,4.9,8.8,9,0
NET18806,23,Standard,6,419,26.7,19,2,3,37,5,Credit Card,1,0,0,No,5.6,9.8,10,0
NET18807,30,Standard,8,379,27.1,18,14,2,24,2,UPI,1,1,1,Yes,6.1,4.8,9,0
NET18808,35,Standard,26,419,30.8,20,0,3,72,5,Net Banking,0,0,1,Yes,6.8,4.9,31,0
NET18809,37,Standard,1,399,10.4,6,5,2,51,3,Debit Card,0,1,1,No,7.1,8.0,1,0
NET18810,32,Basic,1,199,11.4,5,5,3,41,3,UPI,1,0,1,No,4.4,7.4,6,1
NET18811,33,Standard,16,379,11.2,6,1,2,56,4,Debit Card,0,0,0,No,7.3,7.9,17,0
NET18812,31,Standard,46,399,13.6,7,8,3,40,8,Wallet,0,0,0,No,8.6,8.2,50,0
NET18813,37,Basic,14,249,11.3,6,1,4,19,4,UPI,1,1,1,Yes,8.0,8.2,17,0
NET18814,33,Basic,4,199,17.2,8,3,1,33,4,UPI,0,0,1,Yes,9.7,6.4,4,0
NET18815,31,Premium,10,669,10.1,6,13,2,64,5,Debit Card,0,1,1,No,5.7,10.0,12,0
NET18816,28,Premium,51,649,13.3,6,3,5,48,4,UPI,0,1,1,No,6.2,4.5,56,0
NET18817,31,Premium+,10,949,38.1,21,10,5,53,3,Credit Card,0,0,0,Yes,7.7,5.0,13,0
NET18818,35,Premium,6,649,9.9,6,0,4,94,2,UPI,1,0,0,No,8.4,5.9,10,1
NET18819,33,Basic,6,219,31.9,18,0,4,43,9,UPI,0,0,2,Yes,5.7,4.8,9,0
NET18820,34,Premium,47,649,14.7,8,1,4,79,3,UPI,1,2,2,Yes,9.5,6.9,50,0
NET18821,43,Basic,17,249,3.5,2,1,2,65,6,Debit Card,0,0,0,No,3.3,9.6,21,1
NET18822,33,Premium,16,649,16.8,11,23,3,57,3,UPI,0,0,0,Yes,5.2,6.9,19,0
NET18823,25,Premium,3,629,18.9,9,0,4,58,5,Net Banking,1,0,2,No,10.0,4.7,4,0
NET18824,38,Premium,11,629,24.5,13,0,4,8,4,Net Banking,1,0,0,No,8.6,5.7,16,0
NET18825,18,Premium+,6,919,23.1,15,1,3,5,4,Credit Card,0,0,0,No,2.7,4.2,6,1
NET18826,21,Premium,3,699,25.2,14,5,3,20,3,Credit Card,0,1,1,No,8.0,8.8,8,0
NET18827,34,Premium,31,699,58.2,31,4,1,48,4,UPI,0,0,1,Yes,7.6,8.1,35,0
NET18828,35,Standard,6,449,16.7,8,7,4,66,3,Debit Card,0,1,1,Yes,5.8,8.3,6,0
NET18829,19,Premium+,4,949,46.8,25,2,2,52,4,Net Banking,0,0,0,No,6.2,7.2,5,0
NET18830,27,Basic,37,249,25.4,16,0,4,21,4,Net Banking,0,1,1,No,7.9,9.9,41,0
NET18831,25,Premium+,3,899,13.1,9,2,1,16,2,UPI,1,2,2,No,7.8,7.3,4,0
NET18832,26,Standard,19,399,25.6,18,8,1,20,5,UPI,0,0,0,No,5.3,5.2,21,0
NET18833,39,Basic,14,249,5.8,4,10,1,79,3,Credit Card,0,2,2,No,5.9,7.2,16,0
NET18834,37,Premium,35,629,72.4,44,2,2,16,3,Wallet,0,0,0,Yes,7.7,10.0,37,0
NET18835,30,Basic,24,199,15.2,9,3,3,74,3,Credit Card,1,0,0,Yes,5.6,7.6,24,0
NET18836,26,Premium,17,669,19.8,9,5,3,57,7,Credit Card,0,0,0,Yes,4.3,8.6,22,0
NET18837,18,Standard,5,419,13.8,10,0,1,60,6,UPI,0,0,0,Yes,6.2,8.1,10,0
NET18838,43,Premium,9,699,60.4,32,0,5,46,3,Debit Card,0,1,2,No,6.5,8.4,11,0
NET18839,36,Premium,40,649,56.7,32,1,1,60,4,Debit Card,0,0,0,No,8.8,7.3,42,0
NET18840,24,Premium,1,649,26.1,18,0,1,36,1,UPI,0,1,1,No,6.1,6.1,2,0
NET18841,37,Standard,22,399,12.2,5,16,4,31,2,Debit Card,0,0,0,No,4.1,7.5,25,0
NET18842,30,Basic,4,199,13.9,6,3,2,41,6,UPI,0,1,1,No,4.2,6.9,7,1
NET18843,28,Premium,2,669,27.1,18,12,5,53,4,Debit Card,0,0,0,Yes,5.1,7.3,7,1
NET18844,34,Basic,3,249,21.8,13,1,2,5,5,UPI,0,0,0,No,9.1,6.2,8,0
NET18845,24,Standard,1,379,29.9,20,8,2,33,3,Net Banking,0,0,0,No,6.7,9.0,3,0
NET18846,27,Premium,67,669,42.0,26,9,2,48,3,Credit Card,0,0,0,No,7.5,8.2,72,0
NET18847,32,Standard,28,419,24.5,16,0,5,50,4,UPI,0,1,1,No,8.2,6.0,31,0
NET18848,26,Basic,10,199,4.9,3,0,6,44,2,Credit Card,1,1,1,No,8.1,7.3,12,0
NET18849,37,Basic,17,199,33.3,18,15,6,35,5,Debit Card,0,1,2,Yes,8.5,9.1,19,0
NET18850,47,Basic,11,179,25.3,15,5,2,31,4,Debit Card,0,0,0,No,6.7,5.7,11,0
NET18851,24,Premium,23,629,59.5,34,2,4,44,5,Wallet,0,0,0,Yes,9.3,6.5,27,0
NET18852,16,Basic,26,199,10.7,8,1,3,26,5,UPI,1,2,2,No,7.7,4.0,29,0
NET18853,15,Premium+,3,949,35.7,18,10,1,12,1,Net Banking,1,0,0,No,4.3,6.9,5,0
NET18854,29,Basic,8,199,8.8,4,1,2,52,4,UPI,0,2,2,No,7.2,8.5,11,0
NET18855,25,Basic,14,249,20.7,9,11,1,7,3,UPI,0,0,0,No,6.0,8.6,14,0
NET18856,32,Standard,53,379,25.3,17,5,3,44,4,Credit Card,0,1,1,No,9.6,6.9,53,0
NET18857,32,Basic,16,199,18.1,10,6,2,58,2,Net Banking,0,0,0,No,5.3,5.4,18,0
NET18858,16,Premium,31,669,20.8,9,3,1,32,2,Credit Card,0,0,0,No,6.8,6.3,34,0
NET18859,15,Premium,26,629,39.6,26,0,6,39,7,Credit Card,1,0,0,Yes,7.4,10.0,29,0
NET18860,33,Basic,12,179,15.5,8,4,2,75,4,UPI,1,1,2,No,10.0,10.0,15,0
NET18861,32,Premium,31,629,24.7,12,7,1,68,4,UPI,0,0,0,Yes,5.8,7.2,31,0
NET18862,27,Standard,6,419,20.1,15,0,2,77,5,Debit Card,0,0,1,No,5.9,7.3,7,0
NET18863,16,Basic,6,249,26.7,19,0,2,38,3,Wallet,0,0,0,No,7.4,6.8,7,0
NET18864,35,Basic,21,199,21.1,14,14,2,76,7,Net Banking,1,3,3,Yes,4.9,4.0,24,0
NET18865,42,Premium+,2,899,38.6,22,6,2,44,5,Debit Card,1,0,0,No,6.6,9.4,5,1
NET18866,33,Basic,5,199,35.8,27,9,3,57,2,UPI,1,1,1,No,8.3,7.3,9,0
NET18867,23,Premium,13,699,18.0,10,0,3,55,2,Net Banking,0,0,0,Yes,7.8,10.0,15,0
NET18868,31,Standard,7,399,9.8,6,3,6,84,2,Debit Card,0,0,0,No,6.7,9.9,7,0
NET18869,18,Basic,39,199,34.2,16,8,2,58,5,UPI,0,0,1,Yes,8.9,6.2,43,0
NET18870,40,Standard,44,399,47.2,27,0,4,36,4,UPI,0,0,0,No,5.8,7.6,47,0
NET18871,31,Premium,9,629,4.1,3,1,2,56,8,UPI,0,0,1,Yes,7.4,8.6,14,0
NET18872,15,Premium,10,629,17.9,10,4,3,85,4,Credit Card,0,0,0,No,3.6,2.3,11,0
NET18873,28,Standard,18,419,23.6,13,13,1,59,5,UPI,0,1,1,No,6.8,7.9,19,0
NET18874,35,Premium,8,649,28.9,18,2,6,36,6,UPI,0,1,2,Yes,7.1,8.1,12,0
